_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,what_category_best_describes_this_project,what_category_best_describes_this_project:confidence,id,project_description,project_instructions,project_title,project_url,project_url_embed,what_category_best_describes_this_project_gold
2320623802,false,finalized,3,6/18/2019 15:56:10,Game,1.0,13235615,"After having no luck with a platformer game, I looked at scripts from other games to try to figure it out. So thanks to all the other platformer games.","Left arrow goes left
Right arrow goes right
Space jumps

You have 3 health displayed as hearts.
Failure will put you at the start of the level and subtract one life.
If you make it to the next level your health is refilled.
If you run out of health the game will reset from the very beginning.",Mini Platformer,https://scratch.mit.edu/projects/13235615,https://scratch.mit.edu/projects/13235615/embed,
2320623805,false,finalized,3,7/18/2019 16:51:26,Game,1.0,103411731,"Thanks Redman,","Press Z to select an alien and X to transform and arrow keys to move when you're an alien click him to be Ben again for some aliens 1 and 2 is to attack and space to attack to heal you have to be alien X  bet the forever knight till you get to level 20 then bet the last boss Good luck
Updated:V 0.1.8

PLEASE! tell me what you think.
and please leave a comment  a star or a love it",Ben 10 Alien Force remix,https://scratch.mit.edu/projects/103411731,https://scratch.mit.edu/projects/103411731/embed,
2320623806,false,finalized,3,8/1/2019 14:47:48,Game,1.0,170649095,"Some Code: Candy Grab (by @isiwar, link below)
Berry sound effect: Mario
Music: Popcorn
Art: Me

\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/

Candy Grab:

https://scratch.mit.edu/projects/107315525/","Instructions in game

/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\
 
I would be stoked if this could get 100 loves 。◕‿‿◕｡

/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\

Comment your score to see if you can beat the highscore!

Highscore:

Berries: 48 @whoisthegreatestIam
Meters: 863 @whoisthegreatestIam

\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\

Coming soon:

∞ Mute button
∞ Name change to Forest Frenzy
∞ Alternate theme; River Rush
∞ More characters
∞ Cloud score

/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/
Please report any bugs!

Active bugs:

∞ Meters can be weird at the start",Woodland Wander,https://scratch.mit.edu/projects/170649095,https://scratch.mit.edu/projects/170649095/embed,
2320623810,false,finalized,3,7/10/2019 18:43:37,Other,1.0,12566429,,Only 5 of the buttons really work. the settings isn&#39;t finished. I might just make that the background button...yup I changed it to the background button! You have to press the home button to make it turn on.,SPhone 3.0 remix,https://scratch.mit.edu/projects/12566429,https://scratch.mit.edu/projects/12566429/embed,
2320623811,false,finalized,5,7/17/2019 19:48:04,Game,0.6013,226832405,"@Will_Wam
I added guinea pigs and hamsters,
Thanks to anyone who gave me ideas for this remix,",,GUINEA PIGS ARE NOT HAMSTERS-6,https://scratch.mit.edu/projects/226832405,https://scratch.mit.edu/projects/226832405/embed,
2320623813,false,finalized,5,7/1/2019 18:16:00,Other,0.7978,12467783,"BLOW STUFF UP!!!!!!!!!!!!!!!!!!!!!!!!!!!CLICK TO BLOW STUFF UP!!!!!!!!!!!! (YOU ARE A GOD)OR PUSH UP TO BLOW EVERYTHING UP AT ONCE!!!!!!! 

Wow I got really excited with this one didn't I? 
I found a hidden gem in the form of an unused recording of me yelling ""kablooey"" so hit the ""c"" key (for cringe haha I am such an epic memer) to play it.",,BLOW STUFF UP,https://scratch.mit.edu/projects/12467783,https://scratch.mit.edu/projects/12467783/embed,
2320623814,false,finalized,5,7/18/2019 16:39:52,Other,0.7992,12528570,,"space key to shoot
&quot;r&quot; to reload",scratch gun,https://scratch.mit.edu/projects/12528570,https://scratch.mit.edu/projects/12528570/embed,
2320623816,false,finalized,3,7/2/2019 17:49:23,Animation,1.0,115376433,"This fan-made robot master is for the Mega Man Boss Bash 2 Robot Contest, by @SFalcon123. THESE SPRITES ARE OWNED BY ME AND CANNOT BE USED WITHOUT PERMISSION AND CREDIT, NO EXCEPTIONS. Credit for the background goes to Capcom. The music used in this project is from Mega Man, and the background sprites are also from Mega Man. Thank you for watching. :)","What's this?!? An intro for a fan-made robot master AND extra animations?!? It can't be true!

Needless to say, it is true, and here for you now. This is a robot master I designed myself, by drawing him out on paper, and creating 8-bit sprites for him on MS Paint. I made this intro to look like the boss intro from the original Mega Man.

-Solder Man Stats- (Pronounced as: SAH-DER)

Reason for Creation: Made to work in an industrial factory 
Weapon: Soldering Iron (S. Iron) A weapon that sticks out of the buster, and remains in front of the user until the button is released. When released, it will travel in a straight line at top speed. It will drain energy gradually while touching enemies, and subtract even more when fired. After being released, it will do more damage than usual
Weakness: Polar Freeze
Friends: None, due to his cold and dark personality
Rivals/Enemies: Main enemy is mankind, and all that associate with it in any way
Hobbies: None; all he does is sulk around his factory, hitting things with his Soldering Iron out of anger

More Background Info: Solder Man is one of the oldest existing robot masters in the known world. At his job, Solder Man was a hard-working yet kind machine. However, when a new industrial revolution took place, the factory where Solder Man worked was shut down. Before he could be taken away and scrapped, though, Solder Man's personality took a dark turn and became unapproachable and dangerous. For many decades, he roamed his factory as a lonely robot, and vowed never to work for another human again. When Wily invaded the abandoned factory, Solder Man tried to retaliate using self-defense, but was easily shut down, captured, and modified for combat.",Mega Man Boss Bash 2 - Solder Man Animations,https://scratch.mit.edu/projects/115376433,https://scratch.mit.edu/projects/115376433/embed,
2320623817,false,finalized,3,6/21/2019 20:41:31,Animation,1.0,108423270,"+ CREDITS +
Gypsy Bard, I forget who it's by
Original Meme by @dusky_
Art by @KaratePuma
OC: Eon, belongs to @Fi3ryD3mis3",,Crystal Ball - Memix,https://scratch.mit.edu/projects/108423270,https://scratch.mit.edu/projects/108423270/embed,
2320623819,false,finalized,5,7/18/2019 16:44:22,Other,0.6,12797823,,,Route to Babbage Lab,https://scratch.mit.edu/projects/12797823,https://scratch.mit.edu/projects/12797823/embed,
2320623820,false,finalized,5,7/2/2019 17:47:46,Other,0.7997,148461709,"Thanks to all Remixers who have remixed this. The the password is Meow! btw
","h0I! This is just a silly computer simulator in which you can have your own operating system for free! But it comes with a price... (coughcough hundreds of Undertale memes coughcough). WARNING: THIS GAME IS NOT FINISHED YET! I'm planning to have 4 websites, 4 games, and 18 songs. There is currently (6/13/16): 1 website, 1 game, and 1 song. All of the pictures have been implemented, however. Any instructions should be explained in-game. Hope you enjoy! 

6/15/16 EDITS: Half of the songs have been implemented and some bugs have been fixed, like the Tem Shop Temmie appearing in the music folder, and when Temmie asks you for a password, there are actually right and wrong answers (h0I!).

",Windows TEM remix remix,https://scratch.mit.edu/projects/148461709,https://scratch.mit.edu/projects/148461709/embed,
2320623821,false,finalized,3,7/11/2019 19:54:46,Game,1.0,115983336,"Credits in game.
Someday I would like to get this featured.
Thank you so much for kind comments and suggestions!
Anybody have a one by one letter word block that doesn't glitch that much?
","A simple but fun platformer. As usual, red is bad. Enjoy the game, you can copy scripts for your own platformer. I worked hard on this. I may add more levels soon. Have fun!
R to reset, arrow keys to move.
--------------------------------------------------------------------------------------------------
Recently:
200 views and 6 remixes!
82 comments!",Rectangle Platformer,https://scratch.mit.edu/projects/115983336,https://scratch.mit.edu/projects/115983336/embed,
2320623822,false,finalized,5,7/17/2019 19:55:23,Animation,0.6013,12821523,I challenge you to do it!,"&quot;There is more than one way to skin a Scratch cat&quot;...

...which means that usually there is more than one way to solve a programming problem. 

Can you remix this program and make each Sprite bounce from one side to the other using a different code solution?",Bounce Challenge Haley,https://scratch.mit.edu/projects/12821523,https://scratch.mit.edu/projects/12821523/embed,
2320623823,false,finalized,5,8/1/2019 15:20:31,Animation,0.8031,12908076,mines the cute dinosaur,Just watch,Add Youself On The Longest Elevator Ride Ever,https://scratch.mit.edu/projects/12908076,https://scratch.mit.edu/projects/12908076/embed,
2320623829,false,finalized,3,7/25/2019 15:21:15,Game,1.0,182497450,"Intro : Merci a TheNiftyArrow pour la musique.
Intro: thank you has TheNiftyArrow for music.","Fleches pour bouger / Arrow to move
",Jump Ball,https://scratch.mit.edu/projects/182497450,https://scratch.mit.edu/projects/182497450/embed,
2320623830,false,finalized,3,6/21/2019 20:19:10,Animation,1.0,12783497,,"Rusty is trying to reach for a napkin when Manny the Kuro accidently puts on THX. Gladys is still asleep and Scratch Cat wonders what the noise could be. Midna says it&#39;s her heart that&#39;s being noisy and hums a deep note. Manny screams SO LOUD, that poor Danny&#39;s eardrums are bleeding!(btw I used action lines, not actual blood.)

based on Over the Hedge. don&#39;t remix this please.",Woody And Buzz The Movie THX Scene/Deep Note,https://scratch.mit.edu/projects/12783497,https://scratch.mit.edu/projects/12783497/embed,
2320623831,false,finalized,3,7/1/2019 18:55:14,Other,1.0,125718019,"a tiny bit of inspiration from ""whale"" by NickyNouse.

UPDATE: Made it look like you're warping in space.","This chinese dragon follows your cursor around!
press space to change the mode.",chinese dragon,https://scratch.mit.edu/projects/125718019,https://scratch.mit.edu/projects/125718019/embed,
2320623832,false,finalized,3,7/1/2019 18:28:36,Game,1.0,228166471,J'ai fait ce jeu avec un livre .,"Clique sur le drapeau vert .
Dirige tes mains avec flèche Droite et gauche .
Marque des paniers .
ATTENTION le panier bouge de plus en plus vite et il y a un chronomètre .    ",BASKET BANZAI,https://scratch.mit.edu/projects/228166471,https://scratch.mit.edu/projects/228166471/embed,
2320623833,false,finalized,3,7/1/2019 18:48:17,Animation,1.0,153710324,,none,Fox Searchlight pictures,https://scratch.mit.edu/projects/153710324,https://scratch.mit.edu/projects/153710324/embed,
2320623834,false,in progress,2,"",Animation,0.5078,12511619,,"Hey
-I didnt really change it very much xx

",The Lochness Monster,https://scratch.mit.edu/projects/12511619,https://scratch.mit.edu/projects/12511619/embed,
2320623836,false,finalized,3,8/7/2019 19:29:27,Animation,1.0,12964455,part 2 of ep 4,MAX ARRIVES! AND TRIES YOUR BEST TO SAVE GOKENTO!,Gokento's Adventures EP 4 PT 2,https://scratch.mit.edu/projects/12964455,https://scratch.mit.edu/projects/12964455/embed,
2320623841,false,finalized,5,7/18/2019 16:55:11,Animation,0.5985,12166521,,"Add your own sprites to the dance party!
Don&#39;t click on the bird - it makes him sad.",Dance Party remix (Spot the LOL!) remix,https://scratch.mit.edu/projects/12166521,https://scratch.mit.edu/projects/12166521/embed,
2320623844,false,finalized,3,6/18/2019 14:00:56,Game,1.0,197187273," Hello everyone and thanks for playing my game! I would like to give a big thanks to my beta testers, izabelleyellowfang, SweetFries, and Owen8888 (not 888)!The game stops around the time you become an apprentice, please do not comment your game broke or that you didn't become a warrior! If any negative, rude, or affencing, comments come then I will disable any further comments and send you a warning! ","Press space to start, and please do not start clicking random keys! Actions like this will break the game! Please press buttons when your told too! If you don't the game will break! Comment below your thoughts and positive messages about the game. Or tell me how far you´ve gotten I read all the comments so feel free to message me about updates I could put in the game and I will add your name in the Notes and Credits box below this! Remember, this still is NOT done!
",Welcome To Sunclan! - (Beta- verision 2-),https://scratch.mit.edu/projects/197187273,https://scratch.mit.edu/projects/197187273/embed,
2320623845,false,finalized,5,7/1/2019 18:14:28,Game,0.5973,12924482,"Produzido por :Graziela Oliveira e Ana  Beatriz 
Agradecimentos : Thayná Oliveira,Henrique Silva, Arthur Xavier , Kaúla Santos,Ewellyne Lima Lopes","Acerte os alvos com o ponteiro do mouse e faça a melhor pontuação antes que o tempo acabe.
Boa Sorte!!!",Acerte se Puder,https://scratch.mit.edu/projects/12924482,https://scratch.mit.edu/projects/12924482/embed,
2320623846,false,finalized,3,8/1/2019 15:18:04,Other,1.0,12795539,,,,https://scratch.mit.edu/projects/12795539,https://scratch.mit.edu/projects/12795539/embed,
2320623847,false,finalized,3,7/11/2019 20:08:49,Animation,1.0,236255877,,,Part2,https://scratch.mit.edu/projects/236255877,https://scratch.mit.edu/projects/236255877/embed,
2320623851,false,finalized,5,7/1/2019 18:14:28,Animation,0.6018,115195526,minecraft,"FIRST MONSTER THAT LOOKS GOOD ADDED!!!!!!!!
MINECRAFT SPRITES TWO!!!!!!!!!!!!!


comment on items u want me to add,
100+ VIEWS!!!! THANK YOU VIEWERS!
(!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!)
200 Views??!!! No way??!!!!
202th view goes to,,, KOBEJK lol
300! 300! VIEWs!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
400?
500??
600???!!!!
almost 700?????!!!!!!!!!!
800? 0.0",Minecraft  Sprites! taking requests!,https://scratch.mit.edu/projects/115195526,https://scratch.mit.edu/projects/115195526/embed,
2320623854,false,finalized,3,6/28/2019 19:25:47,Game,1.0,146028454,im going to follow everyone who loved this project because it took a lot of hard work to make this game!,make your perfect ice cream by following minty swirls ice cream maker steps.And dont forget top press any button and d and p at the same time.,mint icecream maker!,https://scratch.mit.edu/projects/146028454,https://scratch.mit.edu/projects/146028454/embed,
